Frame,LAnkleAngles_X,LHipAngles_X,LKneeAngles_X,LAnkle_avel,LHip_avel,LKnee_avel
0.0,0.0,0.0,0.0,4.663557829670345,4.834263736263768,10.455942673992718
1.0,0.1455333333333331,0.1536616666666668,0.3196745000000001,11.492269780219802,12.0422362637363,24.837376007326064
1.0,0.19973533333333338,0.21361333333333343,0.43090933333333353,17.90721015234768,18.977996836496878,38.19298822843829
1.0,0.2507631666666668,0.26695249999999965,0.5307374999999998,23.90837894605398,25.641545454545497,50.5227793373294
1.0,0.30113341666666665,0.3217633333333338,0.6283433333333338,29.495776161338696,32.03288211788216,61.8267493339994
1.0,0.3526482500000003,0.38497833333333314,0.7274883333333331,34.66940179820183,38.15200682650686,72.1048982184483
1.0,0.39756362499999964,0.44589750000000006,0.8135841666666668,39.42925585664324,43.99891958041944,81.35722599067574
1.0,0.42559399999999986,0.4844041666666666,0.8717333333333334,42.73385203962691,48.5320926573425,87.25268752913726
1.0,0.45491500000000046,0.5257033333333332,0.9308433333333331,46.58010282634018,53.84686363636345,94.2897984848482
1.0,0.49797416666666655,0.5877599999999998,1.0021233333333337,50.32972243589728,59.294472610722416,101.00293578088548
1.0,0.5377724999999995,0.6414258333333335,1.065965,53.87896611305345,64.56911072261052,107.18335675990642
1.0,0.5740516666666671,0.6949216666666665,1.1287533333333333,57.24795122377605,69.5526177156175,112.86349650349615
1.0,0.6115866666666665,0.7510649999999996,1.1927866666666667,60.60458575174807,74.42439976689953,118.32963764568728
1.0,0.6452691666666667,0.8029775000000003,1.2489114999999993,63.970666200466006,79.20530186480161,123.66018344988308
1.0,0.6741466666666668,0.8446733333333335,1.2936180000000002,67.18400757575736,83.59615559440533,128.69032972027932
1.0,0.6967433333333334,0.8714883333333335,1.3276295000000005,70.24481818181798,87.61687703962677,133.5263713286709
1.0,0.7262983333333333,0.9065599999999993,1.3725050000000003,73.29108216783196,91.56535722610693,138.42266608391566
1.0,0.7605766666666667,0.9483966666666671,1.42628,76.29522668997645,95.33359615384586,143.37888531468488
1.0,0.7920283333333337,0.9855333333333335,1.480021666666666,79.23508741258718,98.91710839160808,148.41710361305317
1.0,0.8244116666666663,1.024356666666667,1.53896,82.16429895104869,102.45953904428873,153.6572230769226
1.0,0.8547833333333333,1.0658749999999995,1.5978658333333342,85.0374836829834,105.98031934731901,159.10710687645638
1.0,0.8789299999999997,1.0997499999999996,1.6513633333333335,87.81768298368272,109.42298135198102,164.69851317016264
1.0,0.9012083333333333,1.1246583333333338,1.700425,90.33052214452185,112.5462214452211,170.13816025640975
1.0,0.9238583333333334,1.150458333333333,1.7485583333333328,92.53743589743564,115.29086596736562,175.2959102564097
1.0,0.9453166666666665,1.1778333333333342,1.7997499999999997,94.50589860139831,117.75639860139827,180.21196445221392
1.0,0.9632750000000009,1.2000833333333334,1.8507749999999994,96.22254662004633,119.92801398601364,184.9348496503491
1.0,0.9803666666666674,1.221583333333333,1.8998666666666673,97.74609557109528,121.8864568764565,189.50921969696913
1.0,0.9908583333333322,1.2387833333333336,1.9389083333333346,99.11939044289014,123.77699883449844,193.8621585081579
1.0,0.9992583333333341,1.2528333333333344,1.9743916666666654,100.27230769230738,125.61761655011614,197.90948135198073
1.0,1.009483333333332,1.2715499999999993,2.0150333333333346,101.13294871794841,127.33949300699261,201.5604487179481
1.0,1.016766666666667,1.2892999999999988,2.0541083333333336,101.67691724941693,129.04263986013945,204.7814685314679
1.0,1.0221583333333337,1.3071583333333328,2.082383333333332,101.94568181818147,130.7637529137525,207.6601864801858
1.0,1.02365,1.324716666666667,2.103599999999999,101.9445221445218,132.41893939393898,210.2933857808851
1.0,1.0189916666666672,1.3412916666666685,2.1262916666666674,101.68991841491808,134.06958041958,212.85981934731865
1.0,1.0103999999999982,1.3574333333333322,2.148483333333333,101.17740675990642,135.7282051282047,215.34460372960302
1.0,1.0015583333333338,1.3752166666666668,2.171858333333333,100.44555361305328,137.38532634032595,217.70314685314614
1.0,0.9943333333333323,1.3868416666666672,2.1974666666666667,99.57721445221412,139.0455361305357,220.074096736596
1.0,0.984533333333335,1.3983833333333344,2.223883333333333,98.58987179487147,140.5991200466196,222.5025874125867
1.0,0.9730583333333325,1.415541666666665,2.251958333333332,97.51618881118853,141.90955710955663,224.88238927738854
1.0,0.9634333333333333,1.4304833333333338,2.2731166666666653,96.30638111888081,142.77811188811143,227.0367890442883
1.0,0.9518916666666671,1.4394999999999996,2.289441666666668,94.92600233100205,143.1031002330998,228.88140442890372
1.0,0.936616666666667,1.4373666666666651,2.3055000000000008,93.36488344988314,142.84167832167788,230.417476689976
1.0,0.917816666666667,1.425350000000001,2.3155,91.62125874125847,142.0048368298364,231.57833916083848
1.0,0.8968583333333321,1.4054416666666676,2.3214333333333332,89.75528554778526,140.57585081585037,232.3142890442884
1.0,0.8731666666666656,1.3798500000000022,2.322200000000001,87.70618298368274,138.53703962703923,232.5224533799527
1.0,0.8529000000000018,1.3570833333333319,2.321258333333334,85.47662587412562,136.08202797202756,232.25080419580348
1.0,0.8325499999999995,1.3333499999999983,2.3188916666666675,83.16410256410231,133.40543706293667,231.4931351981345
1.0,0.8092833333333355,1.3072250000000005,2.3042749999999983,80.7487179487177,130.62285547785513,230.05104895104824
1.0,0.7846166666666647,1.2805833333333336,2.2815333333333334,78.2030594405592,127.8411888111884,227.90031468531393
1.0,0.7555000000000002,1.249416666666668,2.2509333333333337,75.59046037296015,125.10519230769191,225.0936421911414
1.0,0.7291416666666661,1.2222583333333326,2.2198500000000005,72.98155594405571,122.43375291375253,221.7617365967359
1.0,0.7024833333333328,1.195750000000002,2.181366666666667,70.28882867132843,119.8006701631698,217.93638694638628
1.0,0.6713166666666671,1.1680166666666647,2.1291333333333307,67.51718531468511,117.20251748251712,213.63717948717888
