,Time,Left_Ankle,Left_Knee,Left_Hip
0,0.02,-1.6041336059570312,0.059356689453125,2.4603729248046875
1,0.04,-0.7919158935546875,2.44329833984375,0.3165283203125
2,0.06,1.6231765747070312,6.4572601318359375,0.7631072998046875
3,0.08,3.2354507446289062,9.527511596679688,2.171234130859375
4,0.1,3.2418746948242188,9.666275024414062,2.861724853515625
5,0.12,4.123008728027344,10.519180297851562,2.2925262451171875
6,0.14,9.571586608886719,21.655166625976562,9.166412353515625
7,0.16,11.033935546875,25.667755126953125,12.25164794921875
8,0.18,16.429054260253906,37.778228759765625,21.350570678710938
9,0.2,17.21856689453125,42.37403869628906,28.74224853515625
10,0.22,17.26922607421875,44.226470947265625,31.719253540039062
11,0.24,21.178436279296875,52.260772705078125,36.44639587402344
12,0.26,22.954910278320312,55.794029235839844,38.114898681640625
13,0.28,24.005706787109375,60.99205780029297,43.467529296875
14,0.3,25.12139892578125,66.78499603271484,51.22941589355469
15,0.32,28.056934356689453,71.9927749633789,55.23509979248047
16,0.34,29.52989959716797,79.61106872558594,63.68135070800781
17,0.36,29.97854232788086,83.77752685546875,68.13224792480469
18,0.38,30.701995849609375,88.39531707763672,74.20378875732422
19,0.4,31.407825469970703,95.1734619140625,81.42730712890625
20,0.42,32.54643249511719,101.64053344726562,88.08980560302734
21,0.44,33.249267578125,106.32178497314453,92.8106460571289
22,0.46,33.92441177368164,111.08463287353516,97.51202392578125
23,0.48,33.926292419433594,115.81249237060547,102.38720703125
24,0.5,34.56822204589844,118.1790657043457,104.74172973632812
25,0.52,33.90353012084961,123.09389114379883,110.8829116821289
26,0.54,33.66470718383789,126.1765251159668,114.32474517822266
27,0.56,32.16349792480469,129.53718185424805,119.9477767944336
28,0.58,33.19405746459961,132.2950897216797,122.5164566040039
29,0.6,31.88763427734375,133.67449569702148,125.13976669311523
30,0.62,30.017807006835938,134.48198699951172,127.80789184570312
31,0.64,30.824317932128906,136.29991149902344,129.076904296875
32,0.66,30.406856536865234,135.88751983642578,129.81163024902344
33,0.68,30.388919830322266,136.9152374267578,130.86880111694336
34,0.7,29.697643280029297,136.8072738647461,132.28384399414062
35,0.72,29.29983901977539,137.16646575927734,132.5242805480957
36,0.74,29.969844818115234,137.0661163330078,132.00336837768555
37,0.76,30.367813110351562,135.06518173217773,130.13513565063477
38,0.78,29.9854736328125,134.61281204223633,130.88783645629883
39,0.8,29.95958709716797,134.37897872924805,130.96454238891602
40,0.82,30.365463256835938,133.17333984375,128.8218650817871
41,0.84,29.93484115600586,132.58345413208008,129.21207427978516
42,0.86,29.535125732421875,129.86019897460938,127.43302536010742
43,0.88,29.534347534179688,128.02782821655273,125.35802841186523
44,0.9,30.22503662109375,127.75704193115234,124.63898849487305
45,0.92,30.233081817626953,122.81022262573242,120.53258514404297
46,0.94,29.830585479736328,122.3084602355957,120.1099624633789
47,0.96,30.258312225341797,118.60591888427734,117.05919647216797
48,0.98,30.674407958984375,115.69573974609375,112.93196105957031
49,1.0,30.701324462890625,111.38753509521484,108.61699676513672
50,1.02,31.384262084960938,109.94822692871094,105.65540313720703
51,1.04,31.374507904052734,108.32913970947266,103.79767608642578
52,1.06,32.062808990478516,104.17375183105469,97.8803939819336
53,1.08,32.098411560058594,102.105712890625,95.21698760986328
54,1.1,32.06136703491211,98.34317016601562,91.01806640625
55,1.12,30.69021987915039,93.06946563720703,84.73664855957031
56,1.14,30.266616821289062,88.35002899169922,80.29413604736328
57,1.16,28.772220611572266,83.52100372314453,74.68099212646484
58,1.18,28.42914581298828,79.6245346069336,70.0025863647461
59,1.2,26.92884063720703,73.56895446777344,64.6788330078125
60,1.22,24.37065887451172,68.16242980957031,59.238502502441406
61,1.24,22.275123596191406,62.26526641845703,54.79241943359375
62,1.26,21.22222900390625,58.54541778564453,52.36243438720703
63,1.28,17.941665649414062,50.99822998046875,47.37689208984375
64,1.3,16.244903564453125,47.467132568359375,43.68449401855469
65,1.32,14.408897399902344,43.7745361328125,42.41261291503906
66,1.34,12.787361145019531,41.05738830566406,41.83833312988281
67,1.36,10.409515380859375,33.38685607910156,34.868682861328125
68,1.38,8.744049072265625,28.726318359375,30.487625122070312
69,1.4,5.785865783691406,21.824111938476562,25.412582397460938
70,1.42,3.7314682006835938,16.021270751953125,21.743133544921875
71,1.44,3.1501998901367188,13.239532470703125,18.939178466796875
72,1.46,0.8078994750976562,6.983062744140625,13.373931884765625
73,1.48,0.7658843994140625,5.41766357421875,11.84112548828125
74,1.5,-0.810150146484375,2.181671142578125,9.002761840820312
75,1.52,-1.5405044555664062,0.034271240234375,6.9975128173828125
76,1.54,-0.8119659423828125,0.716827392578125,6.94158935546875
77,1.56,-0.8023529052734375,0.019805908203125,5.6200408935546875
78,1.58,-0.8014068603515625,0.7380828857421875,6.9350128173828125
79,1.6,-1.5436477661132812,0.0484771728515625,6.9365997314453125
80,1.62,-0.79449462890625,1.5277862548828125,7.6820220947265625
81,1.64,0.80364990234375,4.6568756103515625,8.610946655273438
82,1.66,3.17626953125,8.5865478515625,10.762313842773438
83,1.68,3.9166030883789062,11.73358154296875,14.356399536132812
84,1.7,3.902679443359375,13.397369384765625,16.637298583984375
85,1.72,8.56011962890625,24.314071655273438,23.959182739257812
86,1.74,10.228996276855469,28.204742431640625,26.780380249023438
87,1.76,14.586090087890625,38.759246826171875,34.43998718261719
88,1.78,15.535964965820312,41.40580749511719,36.39955139160156
89,1.8,17.182464599609375,43.13386535644531,36.47816467285156
90,1.82,21.48375701904297,51.701171875,40.832122802734375
91,1.84,22.8524169921875,55.732093811035156,44.0963134765625
92,1.86,23.971885681152344,59.413360595703125,46.5257568359375
93,1.88,26.55621337890625,64.5037612915039,49.832366943359375
94,1.9,28.108543395996094,68.62993621826172,52.97926330566406
95,1.92,29.947341918945312,75.52186584472656,59.18040466308594
96,1.94,30.4256591796875,78.34669494628906,62.966766357421875
97,1.96,32.54465866088867,86.59161376953125,71.371337890625
98,1.98,34.58604049682617,92.4200439453125,76.2547836303711
99,2.0,36.1918830871582,98.55341339111328,82.47962951660156
100,2.02,36.08121871948242,100.91997528076172,85.33931732177734
101,2.04,38.78403854370117,104.65995788574219,86.78068542480469
102,2.06,38.820743560791016,110.34860229492188,92.9023208618164
103,2.08,39.3445930480957,111.45440673828125,93.9281997680664
104,2.1,38.79096984863281,115.75155639648438,99.52330017089844
105,2.12,38.238162994384766,118.23275756835938,102.03875732421875
106,2.14,37.60110855102539,121.81877899169922,106.8066635131836
107,2.16,37.0718994140625,123.71119689941406,109.22926330566406
108,2.18,37.03684616088867,126.20959091186523,112.76561737060547
109,2.2,36.02069854736328,130.22348022460938,117.55735397338867
110,2.22,35.85918426513672,130.04510879516602,118.10194778442383
111,2.24,37.54515075683594,130.82915115356445,118.47240829467773
112,2.26,36.87017059326172,131.0376853942871,119.63228988647461
113,2.28,36.87056350708008,133.47476196289062,122.091064453125
114,2.3,35.64622497558594,133.86315536499023,123.47101593017578
115,2.32,34.93647766113281,132.46045684814453,123.05087661743164
116,2.34,33.705265045166016,131.35004806518555,123.42628860473633
117,2.36,33.4753532409668,131.00453567504883,124.36926651000977
118,2.38,34.1461181640625,129.9438362121582,122.62857055664062
119,2.4,32.27253341674805,128.2531967163086,121.51613235473633
120,2.42,32.294166564941406,127.31269836425781,121.596435546875
121,2.44,33.70478057861328,124.52049255371094,118.47675323486328
122,2.46,33.00640869140625,122.17495346069336,115.47512817382812
123,2.48,33.68462371826172,121.2200927734375,114.64124298095703
