,Time,Left_Ankle,Left_Knee,Left_Hip
0,0.041666666666666664,3.0933914184570312,1.9406890869140625,2.88507080078125
1,0.08333333333333333,3.210540771484375,2.03125,2.897186279296875
2,0.125,3.3147735595703125,3.26483154296875,0.9149322509765625
3,0.16666666666666666,3.2193756103515625,3.234039306640625,0.83087158203125
4,0.20833333333333334,2.2881927490234375,1.2308349609375,1.9105987548828125
5,0.25,3.0993270874023438,1.9488372802734375,2.8391265869140625
6,0.2916666666666667,3.2542037963867188,2.1199798583984375,2.8144683837890625
7,0.3333333333333333,3.2500228881835938,3.2678375244140625,0.0
8,0.375,4.354644775390625,6.5338134765625,3.028106689453125
9,0.4166666666666667,5.7499237060546875,9.001968383789062,4.1588897705078125
10,0.4583333333333333,8.911117553710938,17.434585571289062,11.138916015625
11,0.5,9.024124145507812,19.27850341796875,15.29949951171875
12,0.5416666666666666,10.904937744140625,25.237945556640625,22.695510864257812
13,0.5833333333333334,12.219627380371094,31.409408569335938,30.4622802734375
14,0.625,17.05907440185547,45.05694580078125,42.0255126953125
15,0.6666666666666666,18.06207275390625,47.82575988769531,44.68904113769531
16,0.7083333333333334,19.1156005859375,51.515106201171875,53.27937316894531
17,0.75,21.110923767089844,56.44287109375,58.849853515625
18,0.7916666666666666,21.76739501953125,60.09129333496094,62.25751495361328
19,0.8333333333333334,24.415847778320312,66.3038101196289,68.82806396484375
20,0.875,24.42377471923828,70.23326873779297,72.68879699707031
21,0.9166666666666666,24.43621063232422,71.10615539550781,73.63644409179688
22,0.9583333333333334,24.419822692871094,73.64017486572266,77.59735107421875
23,1.0,23.911827087402344,74.14633178710938,79.11561584472656
24,1.0416666666666667,23.827133178710938,73.26020812988281,79.070068359375
25,1.0833333333333333,24.900070190429688,74.99419403076172,80.87267303466797
26,1.125,23.825042724609375,73.20618438720703,78.67081451416016
27,1.1666666666666667,23.823692321777344,73.28714752197266,78.80086517333984
28,1.2083333333333333,23.150192260742188,70.89488983154297,77.04588317871094
29,1.25,23.16883087158203,70.93165588378906,77.06153106689453
30,1.2916666666666667,22.311141967773438,70.81587982177734,77.8436508178711
31,1.3333333333333333,22.227317810058594,69.00399780273438,77.2649917602539
32,1.375,22.216552734375,68.10674285888672,74.82212829589844
33,1.4166666666666667,20.686790466308594,63.232154846191406,72.64511108398438
34,1.4583333333333333,19.86699676513672,64.01387023925781,73.50384521484375
35,1.5,17.747093200683594,61.79609680175781,73.61003875732422
36,1.5416666666666667,15.628692626953125,55.53264617919922,68.69915008544922
37,1.5833333333333333,9.846893310546875,43.555389404296875,64.05252075195312
38,1.625,10.213005065917969,38.849517822265625,55.982269287109375
39,1.6666666666666667,9.294868469238281,39.05088806152344,59.379493713378906
40,1.7083333333333333,4.457023620605469,26.44287109375,48.51927185058594
41,1.75,1.0984039306640625,16.751785278320312,41.80902099609375
42,1.7916666666666667,0.02176666259765625,11.770278930664062,33.40065002441406
43,1.8333333333333333,-4.376190185546875,2.159942626953125,21.212692260742188
44,1.875,-4.347267150878906,3.2216796875,17.448944091796875
45,1.9166666666666667,-3.4364089965820312,3.4741973876953125,14.787750244140625
46,1.9583333333333333,-5.148216247558594,6.233734130859375,13.380783081054688
47,2.0,-4.1788787841796875,4.1848907470703125,13.438446044921875
48,2.0416666666666665,-3.231170654296875,3.207244873046875,13.481170654296875
49,2.0833333333333335,-2.2132415771484375,2.24908447265625,13.33941650390625
50,2.125,-3.17047119140625,3.210662841796875,12.754364013671875
51,2.1666666666666665,-4.36041259765625,4.3693389892578125,13.550308227539062
52,2.2083333333333335,-4.33233642578125,4.3195648193359375,13.577713012695312
