,Time,Left_Ankle,Left_Knee,Left_Hip
0,0.03333333333333333,6.5710906982421875,9.091018676757812,4.3249664306640625
1,0.06666666666666667,6.650321960449219,9.2236328125,4.3896484375
2,0.1,6.027130126953125,8.543930053710938,4.3157958984375
3,0.13333333333333333,5.95355224609375,8.565628051757812,4.4051513671875
4,0.16666666666666666,5.840934753417969,8.450668334960938,4.386871337890625
5,0.2,6.674446105957031,7.550567626953125,2.03692626953125
6,0.23333333333333334,6.618247985839844,7.500701904296875,1.487274169921875
7,0.26666666666666666,6.609306335449219,8.36602783203125,2.94244384765625
8,0.3,7.2696990966796875,8.946487426757812,2.2834625244140625
9,0.3333333333333333,7.195686340332031,8.903182983398438,2.308349609375
10,0.36666666666666664,7.117912292480469,8.88446044921875,2.944183349609375
11,0.4,6.536476135253906,8.283355712890625,2.9447174072265625
12,0.43333333333333335,7.21978759765625,10.765106201171875,5.8805999755859375
13,0.4666666666666667,7.2169189453125,11.5406494140625,7.2535858154296875
14,0.5,7.149993896484375,12.446533203125,9.38153076171875
15,0.5333333333333333,7.203468322753906,12.468826293945312,9.937423706054688
16,0.5666666666666667,6.6396484375,12.701431274414062,11.301559448242188
17,0.6,7.3427276611328125,14.968460083007812,14.010635375976562
18,0.6333333333333333,8.130226135253906,15.779586791992188,15.20928955078125
19,0.6666666666666666,8.1566162109375,16.672088623046875,17.863250732421875
20,0.7,8.873245239257812,19.039886474609375,20.122634887695312
21,0.7333333333333333,9.844139099121094,23.683609008789062,26.179306030273438
22,0.7666666666666667,10.892364501953125,27.299545288085938,29.434356689453125
23,0.8,12.399185180664062,31.362640380859375,33.01365661621094
24,0.8333333333333334,12.975906372070312,34.63005065917969,36.87492370605469
25,0.8666666666666667,13.886268615722656,40.78216552734375,46.265655517578125
26,0.9,14.617095947265625,44.15287780761719,50.311920166015625
27,0.9333333333333333,18.210601806640625,54.40138244628906,58.12164306640625
28,0.9666666666666667,17.72857666015625,53.94403076171875,60.76512145996094
29,1.0,18.68189239501953,60.740394592285156,69.7572250366211
30,1.0333333333333334,19.886489868164062,62.59419250488281,73.7773666381836
31,1.0666666666666667,20.7257080078125,66.87737274169922,77.77764129638672
32,1.1,20.047714233398438,68.56401062011719,82.5672607421875
33,1.1333333333333333,21.041229248046875,72.3778305053711,87.42817687988281
