Frame,LAnkleAngles_X,LHipAngles_X,LKneeAngles_X,LAnkle_avel,LHip_avel,LKnee_avel
0.0,0.0,0.0,0.0,-0.6284788278388265,2.2574325091575185,3.892944322344355
1.0,0.0265799999999999,0.0809733333333335,0.1445850000000001,2.736565219780222,6.374342124542134,11.583075274725307
1.0,0.056318333333333324,0.1168633333333331,0.20927166666666674,6.251086968031971,10.640368123543134,19.34216744921748
1.0,0.09386000000000017,0.15565166666666685,0.28002999999999995,9.91508641691642,15.055510506160516,27.17022084582088
1.0,0.13627999999999993,0.19695666666666659,0.35499666666666646,13.72856356643357,19.619769272394283,35.0672354645355
1.0,0.17932916666666687,0.24218249999999983,0.4329008333333335,17.69151841658342,24.33314442224443,43.03321130536134
1.0,0.22129999999999994,0.28932108333333356,0.5086983333333333,21.803950967365896,29.195635955710863,51.0681483682982
1.0,0.26149166666666646,0.3373738333333332,0.5823808333333332,26.245170203962623,33.72993962703953,58.32188321678303
1.0,0.30740166666666674,0.3930059999999998,0.6675833333333333,30.80896224941715,38.9464582167831,66.56380582750562
1.0,0.35179333333333324,0.44332683333333334,0.7465166666666668,35.43078952797191,44.523250466200324,75.19737599067577
1.0,0.39524933333333334,0.49325500000000017,0.8251505000000003,40.08252907925395,50.39669067599051,84.17899801864777
1.0,0.4459868833333334,0.558895,0.9253644999999998,44.66988078671315,56.4022047785546,93.27186526806499
1.0,0.4949479500000001,0.6233233333333331,1.0241356666666668,49.11902996503481,62.39779095571076,102.27565722610692
1.0,0.5381656416666664,0.6868798333333332,1.1180204999999999,53.351986520978855,68.20597874125852,110.92047237762205
1.0,0.5782916666666668,0.7469901666666665,1.2045595,57.275188100232924,73.66726187645665,118.9177448717945
1.0,0.6122216666666668,0.7962305000000005,1.2747489999999995,60.929891113053415,78.8556889510487,126.30842750582713
1.0,0.6410041666666665,0.837153083333333,1.3295291666666664,64.34561129370609,83.67299743589717,132.9810051282047
1.0,0.6715916666666665,0.8752556666666668,1.3818216666666665,67.5130315093238,87.96209881118854,138.76685967365924
1.0,0.7021000000000002,0.9108912666666665,1.4302666666666666,70.46947148018626,91.70637407925379,143.685402447552
1.0,0.7322766666666668,0.9477514000000001,1.4771849999999997,73.29133655594384,94.95186636363609,147.88295372960326
1.0,0.7630949999999999,0.9868984999999998,1.5259416666666665,76.06879370629348,97.86944932400905,151.69271480186433
1.0,0.7937466666666669,1.0179151666666668,1.567653333333334,78.93270920745897,100.75278170163139,155.52635384615337
1.0,0.8193041666666664,1.0389009166666667,1.596524166666666,81.8591946386944,103.63607363636334,159.42065734265682
1.0,0.8416966666666665,1.0554366666666666,1.6195199999999998,84.81981410256385,106.52212069930039,163.4260128205123
1.0,0.871773333333334,1.0847466666666676,1.6627533333333322,87.82272086247059,109.53204043123512,167.74033158508107
1.0,0.9061333333333329,1.1220316666666663,1.7192750000000008,90.81961480186452,112.71373421911389,172.40029020978966
1.0,0.9399500000000004,1.1647333333333332,1.7789583333333336,93.78619405594378,116.14444271561737,177.49895629370573
1.0,0.9679975000000002,1.200435833333333,1.8304166666666655,96.67440501165471,119.9179089743586,183.12436829836776
1.0,0.9953449999999989,1.2387633333333343,1.8907166666666673,99.36973368298337,123.95756520978983,189.12186888111833
1.0,1.0179183333333335,1.2816083333333335,1.9530666666666658,101.69981759906725,128.02360839160798,195.15901864801808
1.0,1.0355333333333334,1.3207433333333334,2.009316666666667,103.47944405594373,131.9259219114215,200.8800268065262
1.0,1.0500500000000006,1.3585516666666668,2.0665916666666675,104.69939335664301,135.68766666666627,206.25993006992945
1.0,1.056949999999999,1.3943949999999996,2.117683333333334,105.38002214452182,139.3590979020975,211.3096212121206
1.0,1.0562833333333335,1.4277558333333331,2.1607166666666657,105.51384673659639,143.00578787878743,215.99262820512757
1.0,1.052466666666666,1.4588666666666665,2.201550000000001,105.18008508158476,146.42109324009277,220.20924242424178
1.0,1.0446166666666679,1.4925166666666676,2.2398833333333337,104.52554079254045,149.43214976689936,224.08875874125806
1.0,1.033899999999999,1.5232666666666657,2.2740999999999993,103.5698834498831,152.09806293706248,227.61494172494105
