Frame,LAnkleAngles_X,LHipAngles_X,LKneeAngles_X,LAnkle_avel,LHip_avel,LKnee_avel
0.0,0.0,0.0,0.0,3.6257545787546155,7.752480732600776,10.312807820512871
1.0,0.1168700000000001,0.21917256666666654,0.3157816666666668,9.171415934065969,16.583012051282097,24.303725476190515
1.0,0.16897333333333356,0.2957356,0.44137999999999983,14.465376606726643,24.819147825507873,37.42831614885118
1.0,0.2042541666666667,0.3447548333333334,0.52244,19.50763659673663,32.460888055278105,49.686579838494865
1.0,0.23607666666666663,0.3889683333333334,0.5939725000000002,24.29819590409594,39.50823274059279,61.078516545121566
1.0,0.2854283333333332,0.45707266666666646,0.7101466666666667,28.837054528804565,45.96118188145192,71.60412626873128
1.0,0.32796583333333323,0.5074941666666667,0.7997200000000002,33.12421247086237,51.81973547785532,81.26340900932375
1.0,0.3656375,0.5518813333333336,0.8778291666666665,36.44601293706283,55.541101118880945,88.05656651515125
1.0,0.40457166666666655,0.6075009999999997,0.969445,40.156171212121095,60.0574925874124,95.85791767482486
1.0,0.43889216666666675,0.6458240000000001,1.0355191666666663,43.94942972027958,64.57184149184128,103.60334975524444
1.0,0.4728383333333334,0.6834128333333336,1.1005025,47.64685139860124,68.83404953379932,110.82552818764538
1.0,0.5121953333333337,0.7313499999999998,1.1788033333333339,51.05198578088562,72.6053839160837,117.1369022727269
1.0,0.5433966666666666,0.7624983333333336,1.2303456166666669,54.36326643356627,76.23800116550093,123.04172259323971
1.0,0.5745349999999998,0.7932833333333335,1.2811793833333327,57.57314731934713,79.66860023309998,128.4458860023306
1.0,0.6122816666666663,0.8349233333333334,1.3428380250000007,60.68852179487161,82.8812193473191,133.38243445804153
1.0,0.6410566666666667,0.8653125000000005,1.3872141666666664,63.85230011654993,86.19339055944029,138.22967448717907
1.0,0.6661400000000005,0.8909575000000003,1.424078333333333,67.01603904428885,89.55946013985985,142.88892310606016
1.0,0.6965766666666665,0.9260824999999991,1.4659675000000008,70.0772818181816,92.90745279720251,147.32200141025595
1.0,0.7293141666666666,0.9636591666666666,1.515203333333333,73.17891433566412,96.54980944055914,151.9141611480182
1.0,0.7644733333333337,1.0036733333333336,1.5677450000000004,76.33767016316992,100.52108624708595,156.69156010489462
